97500	4095000
45500	1911000
35400	1486800
96500	4053000
4100	172200
6800	285600
8300	348600
57800	2427600
2900	121800
54700	2297400
99200	4166400
6600	277200
90000	3780000
83000	3486000
49400	2074800
37600	1579200
80100	3364200
92000	3864000
16000	672000
86400	3628800
76600	3217200
4000	168000
25800	1083600
900	37800
27900	1171800
59200	2486400
95100	3994200
49400	2074800
94700	3977400
49000	2058000
62700	2633400
92300	3876600
94500	3969000
33300	1398600
88800	3729600
33800	1419600
75400	3166800
32300	1356600
91600	3847200
78300	3288600
22200	932400
26000	1092000
84900	3565800
12200	512400
9100	382200
69600	2923200
49800	2091600
89200	3746400
61600	2587200
1000	42000
75600	3175200
38200	1604400
5100	214200
1500	63000
74400	3124800
68200	2864400
95900	4027800
69500	2919000
17600	739200
90600	3805200
53700	2255400
15500	651000
18100	760200
48300	2028600
84100	3532200
6900	289800
82100	3448200
59500	2499000
74500	3129000
9000	378000
37800	1587600
96700	4061400
35000	1470000
58000	2436000
9000	378000
44100	1852200
27600	1159200
94000	3948000
33300	1398600
24400	1024800
95100	3994200
44200	1856400
62700	2633400
35400	1486800
80900	3397800
72300	3036600
3600	151200
12000	504000
77000	3234000
56400	2368800
2600	109200
30800	1293600
72000	3024000
56000	2352000
14300	600600
56100	2356200
62900	2641800
31600	1327200
15600	655200
37400	1570800
40600	1705200
88600	3721200
69400	2914800
75700	3179400
81800	3435600
78400	3292800
55000	2310000
44600	1873200
72400	3040800
23600	991200
69100	2902200
2700	113400
3000	126000
67000	2814000
38100	1600200
83900	3523800
39300	1650600
41700	1751400
31100	1306200
51500	2163000
98200	4124400
68900	2893800
82300	3456600
5400	226800
24900	1045800
31800	1335600
96700	4061400
87900	3691800
63500	2667000
12300	516600
60500	2541000
4100	172200
36100	1516200
29900	1255800
15000	630000
18000	756000
43500	1827000
5300	222600
62600	2629200
51200	2150400
28900	1213800
66900	2809800
53900	2263800
31900	1339800
33900	1423800
27300	1146600
51000	2142000
8400	352800
4200	176400
82100	3448200
60000	2520000
37600	1579200
51000	2142000
77500	3255000
43000	1806000
76000	3192000
9400	394800
39700	1667400
99100	4162200
72900	3061800
87200	3662400
94800	3981600
12200	512400
23400	982800
60000	2520000
62500	2625000
76600	3217200
3500	147000
67800	2847600
74400	3124800
54700	2297400
96700	4061400
41400	1738800
43900	1843800
63800	2679600
10500	441000
71200	2990400
14800	621600
19000	798000
75400	3166800
32100	1348200
14200	596400
13100	550200
18300	768600
91700	3851400
91300	3834600
94300	3960600
36300	1524600
66300	2784600
28600	1201200
44400	1864800
53500	2247000
58700	2465400
91900	3859800
12100	508200
18700	785400
54400	2284800
23900	1003800
57400	2410800
57400	2410800
98400	4132800
47400	1990800
54100	2272200
39800	1671600
26500	1113000
53100	2230200
50300	2112600
97700	4103400
3100	130200
4500	189000
8300	348600
35200	1478400
18700	785400
56600	2377200
53500	2247000
45700	1919400
48000	2016000
83100	3490200
82000	3444000
14300	600600
46900	1969800
26500	1113000
3000	126000
5600	235200
18400	772800
50400	2116800
59500	2499000
8000	336000
74300	3120600
17000	714000
65400	2746800
72700	3053400
99600	4183200
54700	2297400
47700	2003400
26100	1096200
7800	327600
33300	1398600
59000	2478000
10900	457800
37800	1587600
2500	105000
81300	3414600
91800	3855600
59200	2486400
34800	1461600
37500	1575000
42400	1780800
53100	2230200
54700	2297400
91900	3859800
100	4200
16400	688800
94900	3985800
40900	1717800
34800	1461600
80500	3381000
500	21000
78000	3276000
54900	2305800
52700	2213400
43400	1822800
27600	1159200
87500	3675000
98100	4120200
10600	445200
13600	571200
41100	1726200
43900	1843800
7800	327600
52000	2184000
81700	3431400
10300	432600
68500	2877000
8700	365400
69500	2919000
3400	142800
46200	1940400
11900	499800
91700	3851400
1000	42000
39000	1638000
27000	1134000
52600	2209200
69200	2906400
68000	2856000
87500	3675000
49700	2087400
3700	155400
700	29400
4600	193200
91600	3847200
44200	1856400
67500	2835000
79100	3322200
77500	3255000
78100	3280200
27900	1171800
53900	2263800
57200	2402400
35700	1499400
41100	1726200
38900	1633800
46000	1932000
9700	407400
47700	2003400
50800	2133600
48300	2028600
29100	1222200
97900	4111800
40000	1680000
65300	2742600
37000	1554000
67100	2818200
18000	756000
6200	260400
35100	1474200
40700	1709400
55900	2347800
74000	3108000
41400	1738800
95800	4023600
65600	2755200
20800	873600
63300	2658600
44700	1877400
33600	1411200
76600	3217200
72600	3049200
87500	3675000
33800	1419600
43500	1827000
63800	2679600
7900	331800
89500	3759000
73500	3087000
90800	3813600
40300	1692600
21800	915600
20000	840000
38300	1608600
97100	4078200
20500	861000
75300	3162600
64200	2696400
38500	1617000
16700	701400
34500	1449000
14400	604800
72600	3049200
43700	1835400
91100	3826200
68400	2872800
9300	390600
11900	499800
66900	2809800
89200	3746400
80700	3389400
43500	1827000
61800	2595600
3400	142800
12500	525000
5300	222600
67300	2826600
20500	861000
30000	1260000
76000	3192000
11300	474600
5600	235200
33100	1390200
66500	2793000
79100	3322200
30200	1268400
87100	3658200
89600	3763200
29600	1243200
60800	2553600
6300	264600
99300	4170600
75300	3162600
78900	3313800
43000	1806000
66400	2788800
82600	3469200
52300	2196600
13500	567000
49500	2079000
41500	1743000
29500	1239000
28300	1188600
38500	1617000
32900	1381800
40800	1713600
79000	3318000
35400	1486800
96500	4053000
9000	378000
11500	483000
7900	331800
14600	613200
44600	1873200
9600	403200
28900	1213800
10000	420000
96700	4061400
18500	777000
39600	1663200
57600	2419200
24800	1041600
74100	3112200
68100	2860200
39000	1638000
17100	718200
69700	2927400
21600	907200
69400	2914800
83200	3494400
6300	264600
46100	1936200
12700	533400
69800	2931600
84600	3553200
80900	3397800
45900	1927800
63600	2671200
16300	684600
42400	1780800
7800	327600
27800	1167600
85500	3591000
57700	2423400
7600	319200
95200	3998400
86600	3637200
52800	2217600
27100	1138200
5200	218400
27600	1159200
19900	835800
30000	1260000
1700	71400
88000	3696000
4200	176400
18800	789600
57700	2423400
61000	2562000
23400	982800
76200	3200400
2600	109200
69500	2919000
88900	3733800
72400	3040800
54100	2272200
69800	2931600
18300	768600
52900	2221800
21400	898800
96000	4032000
60800	2553600
49200	2066400
16700	701400
53700	2255400
92100	3868200
47100	1978200
40300	1692600
44900	1885800
74300	3120600
80700	3389400
7800	327600
94200	3956400
46000	1932000
9500	399000
17500	735000
50200	2108400
28400	1192800
10400	436800
11300	474600
51800	2175600
86600	3637200
13900	583800
21400	898800
10800	453600
21500	903000
10700	449400
15800	663600
75100	3154200
98900	4153800
37200	1562400
6300	264600
94900	3985800
21700	911400
23000	966000
48600	2041200
49000	2058000
70200	2948400
24100	1012200
29100	1222200
79700	3347400
4900	205800
36900	1549800
73900	3103800
50900	2137800
46500	1953000
26600	1117200
36300	1524600
10100	424200
72300	3036600
82800	3477600
61900	2599800
94100	3952200
31900	1339800
18500	777000
40100	1684200
53500	2247000
64500	2709000
56000	2352000
63800	2679600
63400	2662800
28400	1192800
70100	2944200
58300	2448600
85300	3582600
93100	3910200
6900	289800
34300	1440600
98500	4137000
66200	2780400
98700	4145400
78200	3284400
71100	2986200
35600	1495200
87400	3670800
57200	2402400
17300	726600
14000	588000
28800	1209600
27400	1150800
21500	903000
11600	487200
24600	1033200
15700	659400
43600	1831200
78300	3288600
55800	2343600
32300	1356600
42800	1797600
47000	1974000
31300	1314600
6200	260400
10700	449400
1400	58800
99700	4187400
96000	4032000
29700	1247400
41800	1755600
65600	2755200
28300	1188600
8100	340200
99500	4179000
6500	273000
79200	3326400
35100	1474200
93900	3943800
71700	3011400
87700	3683400
43200	1814400
500	21000
15100	634200
64700	2717400
12100	508200
74900	3145800
15600	655200
90900	3817800
53300	2238600
71500	3003000
58400	2452800
96100	4036200
53700	2255400
89700	3767400
37600	1579200
64400	2704800
26300	1104600
37300	1566600
95700	4019400
56100	2356200
79200	3326400
61300	2574600
84400	3544800
87300	3666600
60800	2553600
26100	1096200
1700	71400
31100	1306200
55300	2322600
73400	3082800
18800	789600
98500	4137000
73900	3103800
69200	2906400
98400	4132800
21300	894600
44100	1852200
49300	2070600
12200	512400
97400	4090800
56000	2352000
5900	247800
93600	3931200
9700	407400
95600	4015200
66400	2788800
9400	394800
22000	924000
3700	155400
5100	214200
13300	558600
82900	3481800
1600	67200
97700	4103400
5400	226800
97600	4099200
59000	2478000
7200	302400
28700	1205400
14300	600600
80600	3385200
82800	3477600
48000	2016000
54600	2293200
52000	2184000
81700	3431400
75900	3187800
31300	1314600
31000	1302000
23300	978600
28800	1209600
87000	3654000
29200	1226400
57600	2419200
31900	1339800
60100	2524200
24000	1008000
41300	1734600
17300	726600
62900	2641800
46400	1948800
30600	1285200
45900	1927800
48000	2016000
28300	1188600
51300	2154600
45600	1915200
22500	945000
93700	3935400
9600	403200
36900	1549800
74400	3124800
92400	3880800
20100	844200
64200	2696400
79600	3343200
1800	75600
75300	3162600
10900	457800
32800	1377600
98600	4141200
74900	3145800
55000	2310000
63100	2650200
67700	2843400
87000	3654000
58400	2452800
26900	1129800
28300	1188600
75700	3179400
89900	3775800
74800	3141600
6300	264600
71000	2982000
58000	2436000
69800	2931600
57500	2415000
38900	1633800
92300	3876600
51300	2154600
48500	2037000
64400	2704800
60900	2557800
40900	1717800
84600	3553200
25100	1054200
55700	2339400
86400	3628800
400	16800
1800	75600
54500	2289000
34200	1436400
12000	504000
44700	1877400
32500	1365000
14900	625800
31700	1331400
90900	3817800
41900	1759800
95300	4002600
66600	2797200
67000	2814000
5300	222600
72900	3061800
73200	3074400
63300	2658600
42700	1793400
65900	2767800
2200	92400
70300	2952600
52400	2200800
50700	2129400
34700	1457400
13300	558600
26800	1125600
19300	810600
38400	1612800
17700	743400
41000	1722000
74000	3108000
19600	823200
30700	1289400
8300	348600
66800	2805600
75400	3166800
40800	1713600
81700	3431400
42400	1780800
31800	1335600
23600	991200
37700	1583400
33600	1411200
25800	1083600
43000	1806000
6600	277200
99000	4158000
6300	264600
49300	2070600
65000	2730000
43800	1839600
54800	2301600
52600	2209200
29700	1247400
89600	3763200
66000	2772000
91800	3855600
44100	1852200
39600	1663200
9500	399000
85100	3574200
13700	575400
64300	2700600
51000	2142000
57200	2402400
31100	1306200
26500	1113000
33200	1394400
12900	541800
68900	2893800
200	8400
71700	3011400
6600	277200
33900	1423800
97600	4099200
84800	3561600
40500	1701000
31800	1335600
91100	3826200
25000	1050000
32000	1344000
70100	2944200
79900	3355800
84700	3557400
99900	4195800
4700	197400
50700	2129400
26900	1129800
48800	2049600
25500	1071000
71600	3007200
69200	2906400
39200	1646400
36000	1512000
20200	848400
31600	1327200
2300	96600
81900	3439800
64900	2725800
15200	638400
50800	2133600
65100	2734200
22200	932400
92600	3889200
34200	1436400
55000	2310000
12600	529200
74700	3137400
86800	3645600
3800	159600
35000	1470000
54100	2272200
9100	382200
50100	2104200
38800	1629600
44200	1856400
54800	2301600
24700	1037400
71100	2986200
3600	151200
50200	2108400
42800	1797600
72800	3057600
24700	1037400
78800	3309600
93100	3910200
91500	3843000
16300	684600
75000	3150000
56400	2368800
66800	2805600
61100	2566200
56800	2385600
89000	3738000
88900	3733800
26200	1100400
44000	1848000
1600	67200
1000	42000
30800	1293600
40600	1705200
71200	2990400
84900	3565800
49700	2087400
21300	894600
58900	2473800
94000	3948000
76100	3196200
83600	3511200
300	12600
14900	625800
69100	2902200
43100	1810200
87800	3687600
29000	1218000
57100	2398200
80900	3397800
20500	861000
73500	3087000
91100	3826200
12200	512400
40300	1692600
87400	3670800
4200	176400
29300	1230600
11600	487200
30400	1276800
8500	357000
13200	554400
66600	2797200
74500	3129000
89000	3738000
37800	1587600
94700	3977400
73900	3103800
59100	2482200
53600	2251200
67900	2851800
70400	2956800
72500	3045000
3500	147000
85400	3586800
76800	3225600
46600	1957200
8400	352800
5800	243600
3800	159600
24500	1029000
26300	1104600
12500	525000
15600	655200
38500	1617000
52800	2217600
38300	1608600
42700	1793400
17300	726600
49900	2095800
8400	352800
61000	2562000
98300	4128600
75000	3150000
35500	1491000
87300	3666600
12900	541800
30200	1268400
61200	2570400
7200	302400
83900	3523800
64400	2704800
12900	541800
91600	3847200
67900	2851800
33500	1407000
68400	2872800
14500	609000
41900	1759800
74200	3116400
53500	2247000
66400	2788800
35700	1499400
1200	50400
82000	3444000
9500	399000
89200	3746400
55500	2331000
87400	3670800
6500	273000
5400	226800
95800	4023600
67500	2835000
3700	155400
70900	2977800
3100	130200
91000	3822000
19000	798000
68500	2877000
52300	2196600
26200	1100400
52400	2200800
51900	2179800
74300	3120600
44000	1848000
19800	831600
7800	327600
47600	1999200
34300	1440600
49700	2087400
21800	915600
23100	970200
16100	676200
57600	2419200
24300	1020600
33400	1402800
67100	2818200
13600	571200
88900	3733800
54500	2289000
55300	2322600
94400	3964800
50400	2116800
58100	2440200
33300	1398600
56500	2373000
96400	4048800
24400	1024800
75500	3171000
64900	2725800
11900	499800
36900	1549800
52600	2209200
63800	2679600
11300	474600
31800	1335600
83600	3511200
19100	802200
79500	3339000
53100	2230200
68900	2893800
1300	54600
11400	478800
20200	848400
94100	3952200
35800	1503600
53600	2251200
96400	4048800
84600	3553200
42600	1789200
86200	3620400
39900	1675800
72200	3032400
71800	3015600
98000	4116000
5500	231000
28300	1188600
94400	3964800
65100	2734200
39000	1638000
59400	2494800
77000	3234000
75900	3187800
47200	1982400
76000	3192000
87200	3662400
79000	3318000
94800	3981600
41600	1747200
58500	2457000
83200	3494400
10500	441000
95100	3994200
94600	3973200
65900	2767800
89200	3746400
30400	1276800
19600	823200
85700	3599400
15000	630000
62200	2612400
7100	298200
55000	2310000
69600	2923200
78900	3313800
88200	3704400
75100	3154200
7200	302400
17900	751800
40300	1692600
46200	1940400
77300	3246600
52500	2205000
57300	2406600
59700	2507400
28600	1201200
44600	1873200
38700	1625400
58600	2461200
21400	898800
97300	4086600
41800	1755600
67100	2818200
92400	3880800
36500	1533000
33000	1386000
16800	705600
2100	88200
52600	2209200
37700	1583400
17200	722400
50000	2100000
44800	1881600
7400	310800
19600	823200
23700	995400
30800	1293600
94800	3981600
66100	2776200
48700	2045400
70300	2952600
47500	1995000
61200	2570400
22800	957600
4900	205800
20900	877800
86600	3637200
84700	3557400
59700	2507400
80500	3381000
6100	256200
57000	2394000
22300	936600
73200	3074400
84600	3553200
58800	2469600
6200	260400
1400	58800
61000	2562000
58900	2473800
39200	1646400
13400	562800
8900	373800
84000	3528000
56000	2352000
63800	2679600
43000	1806000
86800	3645600
58600	2461200
9100	382200
35600	1495200
64100	2692200
56700	2381400
96800	4065600
86900	3649800
96800	4065600
17800	747600
8800	369600
81500	3423000
77500	3255000
89300	3750600
22800	957600
69700	2927400
46800	1965600
96000	4032000
54300	2280600
5700	239400
37400	1570800
90900	3817800
1900	79800
31500	1323000
30100	1264200
50500	2121000
75700	3179400
49400	2074800
6500	273000
39500	1659000
92400	3880800
93300	3918600
33300	1398600
1500	63000
64100	2692200
97400	4090800
93400	3922800
61000	2562000
19500	819000
25400	1066800
14000	588000
28300	1188600
42100	1768200
26700	1121400
52800	2217600
64900	2725800
96400	4048800
99700	4187400
96100	4036200
85900	3607800
40600	1705200
33600	1411200
12000	504000
77700	3263400
65100	2734200
42200	1772400
28200	1184400
76000	3192000
91600	3847200
34700	1457400
15500	651000
19200	806400
63200	2654400
48800	2049600
55900	2347800
27400	1150800
46200	1940400
49400	2074800
23600	991200
65800	2763600
10000	420000
37600	1579200
29300	1230600
52200	2192400
64300	2700600
82200	3452400
17100	718200
95900	4027800
17100	718200
13300	558600
17000	714000
57700	2423400
82100	3448200
29000	1218000
35400	1486800
82400	3460800
6400	268800
63600	2671200
58500	2457000
33200	1394400
33500	1407000
74000	3108000
52400	2200800
31900	1339800
58100	2440200
8400	352800
59300	2490600
4300	180600
93000	3906000
18100	760200
5300	222600
3000	126000
55700	2339400
34700	1457400
55200	2318400
20000	840000
16900	709800
72400	3040800
51100	2146200
34000	1428000
20900	877800
68100	2860200
26900	1129800
38200	1604400
32400	1360800
62300	2616600
20600	865200
38800	1629600
61100	2566200
14300	600600
72100	3028200
29800	1251600
88400	3712800
24500	1029000
96900	4069800
81700	3431400
68100	2860200
91500	3843000
86000	3612000
61100	2566200
9600	403200
91400	3838800
64200	2696400
65400	2746800
61300	2574600
54600	2293200
20600	865200
13400	562800
27000	1134000
71800	3015600
82600	3469200
83100	3490200
75100	3154200
9500	399000
21300	894600
42700	1793400
7000	294000
77200	3242400
81600	3427200
3300	138600
91500	3843000
88900	3733800
68300	2868600
79900	3355800
48600	2041200
65200	2738400
61600	2587200
16800	705600
56700	2381400
82900	3481800
13100	550200
66400	2788800
9500	399000
77300	3246600
67000	2814000
70800	2973600
67200	2822400
87600	3679200
19400	814800
94200	3956400
94600	3973200
2000	84000
12600	529200
5000	210000
46700	1961400
33900	1423800
47700	2003400
53700	2255400
11100	466200
29300	1230600
92200	3872400
2700	113400
53400	2242800
60500	2541000
17800	747600
2100	88200
60900	2557800
14700	617400
54100	2272200
52900	2221800
32800	1377600
67200	2822400
54500	2289000
77500	3255000
79800	3351600
21500	903000
83500	3507000
47000	1974000
44300	1860600
2900	121800
76400	3208800
39000	1638000
4900	205800
89000	3738000
79200	3326400
51600	2167200
58200	2444400
26900	1129800
40500	1701000
4500	189000
91500	3843000
32700	1373400
42400	1780800
44900	1885800
28400	1192800
95500	4011000
47000	1974000
89300	3750600
45400	1906800
36300	1524600
42200	1772400
78200	3284400
3600	151200
31900	1339800
55700	2339400
83400	3502800
53400	2242800
39200	1646400
30400	1276800
33000	1386000
42100	1768200
42000	1764000
7200	302400
82200	3452400
31100	1306200
86400	3628800
69000	2898000
24500	1029000
13300	558600
9500	399000
29000	1218000
40000	1680000
42200	1772400
6700	281400
85000	3570000
70600	2965200
2200	92400
67200	2822400
95100	3994200
47600	1999200
3600	151200
72600	3049200
61000	2562000
7200	302400
4500	189000
51900	2179800
25800	1083600
93200	3914400
91100	3826200
91400	3838800
26200	1100400
68400	2872800
33400	1402800
33400	1402800
85800	3603600
99700	4187400
55000	2310000
54800	2301600
24200	1016400
68300	2868600
64300	2700600
88500	3717000
43600	1831200
41700	1751400
95200	3998400
28600	1201200
47500	1995000
32600	1369200
31000	1302000
42600	1789200
80200	3368400
34600	1453200
50400	2116800
76400	3208800
77000	3234000
90200	3788400
28300	1188600
2800	117600
83400	3502800
54600	2293200
94200	3956400
44800	1881600
58200	2444400
62900	2641800
13400	562800
44000	1848000
62600	2629200
68400	2872800
98800	4149600
22100	928200
71900	3019800
98300	4128600
45800	1923600
15500	651000
40000	1680000
76200	3200400
79300	3330600
87500	3675000
8800	369600
10400	436800
65300	2742600
24200	1016400
45000	1890000
15800	663600
600	25200
22100	928200
41200	1730400
64100	2692200
60100	2524200
24600	1033200
18700	785400
89600	3763200
4600	193200
76900	3229800
52500	2205000
18000	756000
20900	877800
50300	2112600
21600	907200
54900	2305800
72400	3040800
93500	3927000
53200	2234400
18200	764400
44300	1860600
28400	1192800
29600	1243200
23600	991200
51100	2146200
38400	1612800
34000	1428000
51600	2167200
62600	2629200
79100	3322200
67400	2830800
98400	4132800
36400	1528800
43800	1839600
62500	2625000
31700	1331400
68400	2872800
81200	3410400
21300	894600
8200	344400
93300	3918600
73800	3099600
26200	1100400
14200	596400
24200	1016400
47800	2007600
4300	180600
31800	1335600
76600	3217200
92700	3893400
85300	3582600
20900	877800
21100	886200
14900	625800
79700	3347400
7400	310800
53400	2242800
13800	579600
59100	2482200
51200	2150400
28100	1180200
61700	2591400
84900	3565800
99700	4187400
5600	235200
82600	3469200
31400	1318800
9200	386400
99100	4162200
52800	2217600
17500	735000
92400	3880800
26600	1117200
78900	3313800
41900	1759800
86000	3612000
26800	1125600
46200	1940400
17900	751800
38600	1621200
39000	1638000
38400	1612800
94700	3977400
95300	4002600
53300	2238600
74400	3124800
38000	1596000
41900	1759800
88200	3704400
97100	4078200
28400	1192800
51500	2163000
94000	3948000
13300	558600
51200	2150400
99600	4183200
31100	1306200
82700	3473400
8900	373800
30200	1268400
35500	1491000
61600	2587200
22700	953400
62100	2608200
40500	1701000
64600	2713200
83400	3502800
2500	105000
46000	1932000
36500	1533000
41100	1726200
85000	3570000
74900	3145800
71000	2982000
15600	655200
63400	2662800
45500	1911000
53600	2251200
5400	226800
68900	2893800
85900	3607800
69000	2898000
20500	861000
79900	3355800
82300	3456600
71700	3011400
14800	621600
13400	562800
54400	2284800
58900	2473800
78900	3313800
89900	3775800
20500	861000
1600	67200
87300	3666600
96200	4040400
1400	58800
70700	2969400
98800	4149600
47400	1990800
42400	1780800
75100	3154200
67700	2843400
17300	726600
46200	1940400
18500	777000
15900	667800
91700	3851400
7300	306600
21300	894600
60600	2545200
93200	3914400
90300	3792600
81100	3406200
8300	348600
7800	327600
88100	3700200
23100	970200
56500	2373000
42500	1785000
82000	3444000
35400	1486800
32500	1365000
37700	1583400
72200	3032400
19800	831600
34000	1428000
8800	369600
25700	1079400
32800	1377600
56200	2360400
3300	138600
7900	331800
59100	2482200
55800	2343600
89300	3750600
77600	3259200
71700	3011400
81000	3402000
84900	3565800
28300	1188600
76900	3229800
13300	558600
53800	2259600
93200	3914400
21700	911400
61700	2591400
81300	3414600
44800	1881600
53400	2242800
23900	1003800
26900	1129800
24000	1008000
91600	3847200
64600	2713200
31400	1318800
46600	1957200
33800	1419600
40200	1688400
7500	315000
66600	2797200
31600	1327200
10800	453600
9800	411600
90800	3813600
66600	2797200
99100	4162200
3600	151200
38300	1608600
15400	646800
88600	3721200
66600	2797200
27500	1155000
1900	79800
20500	861000
20700	869400
58800	2469600
17400	730800
37300	1566600
3700	155400
6000	252000
96400	4048800
65800	2763600
65200	2738400
88000	3696000
65600	2755200
96600	4057200
34600	1453200
99500	4179000
72000	3024000
77300	3246600
1300	54600
3600	151200
88100	3700200
11100	466200
29600	1243200
54700	2297400
45500	1911000
33300	1398600
28200	1184400
60900	2557800
57100	2398200
30100	1264200
88400	3712800
59000	2478000
85800	3603600
44300	1860600
17900	751800
38400	1612800
81600	3427200
56800	2385600
44400	1864800
78000	3276000
22600	949200
44800	1881600
1200	50400
23400	982800
41400	1738800
35800	1503600
22900	961800
13400	562800
48300	2028600
24300	1020600
52200	2192400
36400	1528800
70600	2965200
81900	3439800
26300	1104600
16100	676200
50400	2116800
89800	3771600
12200	512400
7500	315000
19900	835800
35800	1503600
1700	71400
5700	239400
80200	3368400
54800	2301600
44100	1852200
97000	4074000
11600	487200
23700	995400
75100	3154200
69400	2914800
68500	2877000
76300	3204600
92900	3901800
45100	1894200
47400	1990800
51000	2142000
93700	3935400
95700	4019400
10500	441000
45900	1927800
67400	2830800
81200	3410400
63000	2646000
28900	1213800
32500	1365000
13400	562800
18700	785400
